[2026-08-29T11:59:44.855Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=fba19d49 → 200 (116ms, 48830B)
[2026-08-29T11:59:44.972Z] GET http://localhost:5173/src/constants/routes.ts → 200 (1ms, 8620B)
[2026-08-29T11:59:44.972Z] GET http://localhost:5173/src/components/ui/spinner.tsx → 200 (1ms, 3441B)
[2026-08-29T11:59:44.972Z] GET http://localhost:5173/src/app/router/protected-route.tsx → 200 (1ms, 3585B)
[2026-08-29T11:59:44.972Z] GET http://localhost:5173/src/components/layout/app-shell.tsx → 200 (7ms, 39056B)
[2026-08-29T11:59:44.972Z] GET http://localhost:5173/src/components/layout/site-shell.tsx → 200 (2ms, 22191B)
[2026-08-29T11:59:44.974Z] GET http://localhost:5173/src/utils/cn.ts → 200 (14ms, 737B)
[2026-08-29T11:59:44.974Z] GET http://localhost:5173/src/store/auth.ts → 200 (62ms, 5738B)
[2026-08-29T11:59:44.975Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=73157542 → 200 (65ms, 4192246B)
[2026-08-29T11:59:44.975Z] GET http://localhost:5173/src/components/brand/logo.tsx → 200 (62ms, 5881B)
[2026-08-29T11:59:44.975Z] GET http://localhost:5173/src/features/site/hooks/use-site.ts → 200 (62ms, 24855B)
[2026-08-29T11:59:44.979Z] GET http://localhost:5173/src/features/auth/services/auth.service.ts → 200 (57ms, 2584B)
[2026-08-29T11:59:44.979Z] GET http://localhost:5173/src/components/ui/avatar.tsx → 200 (58ms, 5755B)
[2026-08-29T11:59:44.980Z] GET http://localhost:5173/src/components/ui/back-button.tsx → 200 (59ms, 8472B)
[2026-08-29T11:59:44.990Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=578bc1af → 200 (50ms, 1992B)
[2026-08-29T11:59:44.990Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=cf898542 → 200 (49ms, 286826B)
[2026-08-29T11:59:45.040Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=5153128b → 200 (1ms, 6027B)
